time_s,seq_id,EMG_RH_Env,EMG_LH_Env,L_Angle,R_Angle,L_Torque,R_Torque,Squat_Ph,User_intent
155.898045,16033,0.14074379,0.11508156,12.42187500,15.12451172,0.86043274,1.04367006,0.00000000,0.00000000
155.898045,16034,0.17206277,0.12148961,13.03710938,15.73974609,0.90232831,1.08507276,0.00000000,0.00000000
155.898045,16035,0.20258912,0.12500206,13.65234375,16.28906250,0.94411987,1.12193394,0.00000000,0.00000000
155.929796,16036,0.23480114,0.12536767,14.24560547,16.79443359,0.98431581,1.15575516,0.00000000,0.00000000
155.929796,16037,0.27909788,0.12929836,14.83886719,17.29980469,1.02440631,1.18948650,0.00000000,0.00000000
155.929796,16038,0.32090706,0.14846607,15.45410156,17.80517578,1.06586540,1.22312534,0.00000000,0.00000000
155.963081,16039,0.34313047,0.16165192,16.11328125,18.42041016,1.11014950,1.26394820,0.00000000,0.00000000
155.963081,16040,0.36115026,0.16740885,16.77246094,19.14550781,1.15428650,1.31187332,0.00000000,0.00000000
155.963081,16041,0.38434708,0.17721826,17.40966797,19.89257812,1.19680715,1.36103094,0.00000000,0.00000000
155.992596,16042,0.39545262,0.20021486,18.06884766,20.66162109,1.24063826,1.41139269,1.00000000,0.00000000
155.992596,16043,0.39415309,0.22383924,18.68408203,21.36474609,1.28139925,1.45721543,1.00000000,0.00000000
155.992596,16044,0.38247377,0.23317266,19.32128906,21.93603516,1.32346022,1.49428499,1.00000000,0.00000000
156.025755,16045,0.36564311,0.23333508,19.93652344,22.44140625,1.36391544,1.52695370,1.00000000,0.00000000
156.025755,16046,0.35948762,0.23684087,20.41992188,22.85888672,1.39559162,1.55385137,1.00000000,0.00000000
156.025755,16047,0.36142653,0.25316408,20.88134766,23.18847656,1.42573547,1.57502818,1.00000000,0.00000000
156.054339,16048,0.35138774,0.25950637,21.36474609,23.60595703,1.45721543,1.60177720,1.00000000,0.00000000
156.054339,16049,0.33943477,0.25623345,21.84814453,24.08935547,1.48859155,1.63264346,1.00000000,0.00000000
156.054339,16050,0.32952288,0.24564597,22.35351562,24.61669922,1.52128065,1.66618311,1.00000000,0.00000000
156.086772,16051,0.32226348,0.23850997,22.74902344,25.20996094,1.54678094,1.70374632,1.00000000,0.00000000
156.086772,16052,0.32724458,0.25709388,23.23242188,25.78125000,1.57784784,1.73974574,1.00000000,0.00000000
156.086772,16053,0.32247916,0.27395922,23.75976562,26.30859375,1.61161077,1.77282262,1.00000000,0.00000000
156.086772,16054,0.30877385,0.27764651,24.28710938,26.83593750,1.64523721,1.80574930,1.00000000,0.00000000
156.122946,16055,0.30857450,0.27359238,24.81445312,27.29736328,1.67872417,1.83443463,1.00000000,0.00000000
156.122946,16056,0.31303281,0.26641196,25.36376953,27.73681641,1.71345532,1.86164343,1.00000000,0.00000000
156.122946,16057,0.31790724,0.27827039,25.93505859,28.17626953,1.74940848,1.88874280,1.00000000,0.00000000
156.151886,16058,0.31318882,0.28578055,26.44042969,28.61572266,1.78106844,1.91573107,1.00000000,0.00000000
156.151886,16059,0.30624145,0.28197879,26.85791016,29.05517578,1.80711794,1.94260645,1.00000000,0.00000000
156.151886,16060,0.31009758,0.27367857,27.34130859,29.49462891,1.83716047,1.96936786,1.00000000,0.00000000
156.183948,16061,0.32331309,0.27821532,27.78076172,29.89013672,1.86435831,1.99335396,1.00000000,0.00000000
156.183948,16062,0.33976230,0.28794712,28.11035156,30.28564453,1.88468504,2.01724505,1.00000000,0.00000000
156.183948,16063,0.34083799,0.28650394,28.48388672,30.65917969,1.90764642,2.03972077,1.00000000,0.00000000
156.218029,16064,0.33151516,0.27575734,28.85742188,30.98876953,1.93052673,2.05948019,1.00000000,0.00000000
156.218029,16065,0.32291973,0.26349381,29.27490234,31.31835938,1.95600152,2.07917166,1.00000000,0.00000000
156.218029,16066,0.32518059,0.27019751,29.67041016,31.66992188,1.98003995,2.10009956,1.00000000,0.00000000
156.245241,16067,0.32202473,0.28771922,30.06591797,31.99951172,2.00398421,2.11964822,1.00000000,0.00000000
156.245241,16068,0.30851069,0.29323110,30.41748047,32.32910156,2.02518749,2.13912654,1.00000000,0.00000000
156.245241,16069,0.29851040,0.28871176,30.76904297,32.65869141,2.04631472,2.15853381,1.00000000,0.00000000
156.245241,16070,0.30886728,0.28763363,31.20849609,32.96630859,2.07261539,2.17658305,1.00000000,0.00000000
156.277578,16071,0.32931009,0.30704421,31.58203125,33.31787109,2.09487486,2.19713402,1.00000000,0.00000000
156.277578,16072,0.33372173,0.32561979,31.97753906,33.66943359,2.11834717,2.21760201,1.00000000,0.00000000
156.277578,16073,0.32735693,0.32732600,32.28515625,34.04296875,2.13653350,2.23925781,1.00000000,0.00000000
156.311404,16074,0.32752830,0.31960130,32.68066406,34.37255859,2.15982509,2.25828695,1.00000000,0.00000000
156.311404,16075,0.34605980,0.31956011,33.01025391,34.72412109,2.17915630,2.27850246,1.00000000,0.00000000
156.311404,16076,0.36178195,0.34070832,33.40576172,35.05371094,2.20225883,2.29737616,1.00000000,0.00000000
156.343116,16077,0.36046761,0.35635480,33.73535156,35.36132812,2.22143054,2.31492352,1.00000000,0.00000000
156.343116,16078,0.34805664,0.35535336,34.06494141,35.66894531,2.24052882,2.33240390,1.00000000,0.00000000
156.343116,16079,0.34010836,0.34449470,34.35058594,35.93261719,2.25702071,2.34733367,1.00000000,0.00000000
156.379630,16080,0.33477640,0.34837273,34.59228516,36.17431641,2.27093172,2.36097550,1.00000000,0.00000000
156.379630,16081,0.32561374,0.35827708,34.92187500,36.45996094,2.28983593,2.37704349,1.00000000,0.00000000
156.379630,16082,0.30936918,0.36048806,35.20751953,36.72363281,2.30615807,2.39182329,1.00000000,0.00000000
156.404670,16083,0.30526367,0.35047051,35.49316406,36.96533203,2.32242322,2.40532684,1.00000000,0.00000000
156.404670,16084,0.30450642,0.34516498,35.82275391,37.20703125,2.34111881,2.41878748,1.00000000,0.00000000
156.404670,16085,0.30071768,0.35325319,36.06445312,37.42675781,2.35477996,2.43098712,1.00000000,0.00000000
156.438801,16086,0.29468122,0.37800947,36.28417969,37.66845703,2.36716247,2.44436526,1.00000000,0.00000000
156.438801,16087,0.28446642,0.39635995,36.59179688,37.91015625,2.38443971,2.45770025,1.00000000,0.00000000
156.438801,16088,0.28336063,0.39585578,36.81152344,38.15185547,2.39673853,2.47099137,1.00000000,0.00000000
156.469588,16089,0.29159597,0.39522359,37.03125000,38.37158203,2.40900207,2.48303604,1.00000000,0.00000000
156.469588,16090,0.28892189,0.40735912,37.33886719,38.61328125,2.42611146,2.49624300,1.00000000,0.00000000
156.469588,16091,0.27893728,0.42431024,37.58056641,38.85498047,2.43950558,2.50940537,1.00000000,0.00000000
156.469588,16092,0.26576322,0.43526310,37.82226562,39.07470703,2.45285630,2.52133250,1.00000000,0.00000000
156.499074,16093,0.25920013,0.43159613,38.08593750,39.29443359,2.46737075,2.53322268,1.00000000,0.00000000
156.499074,16094,0.25814062,0.41832677,38.28369141,39.55810547,2.47822261,2.54744172,1.00000000,0.00000000
156.499074,16095,0.26276004,0.40497676,38.45947266,39.79980469,2.48784375,2.56042838,1.00000000,0.00000000
156.531008,16096,0.26570645,0.40199044,38.70117188,39.99755859,2.50103450,2.57101989,1.00000000,0.00000000
156.531008,16097,0.26019573,0.39472619,38.96484375,40.21728516,2.51537371,2.58275223,1.00000000,0.00000000
